student_id,name,university,faculty,year_of_study,average_mark,attendance,failed_modules,missed_assignments,risk_score,risk_level
NSFAS001207,Lindiwe Molefe,University of Stellenbosch,Science,2,54.76,63.0,0,3,40,MEDIUM
NSFAS001208,Sipho Nkosi,University of the Free State,Commerce,3,54.47,73.0,1,3,0,LOW
NSFAS001209,Zanele Mhlongo,University of KwaZulu-Natal,Engineering,2,30.0,36.0,3,0,100,HIGH
NSFAS001210,Tshepo Mthembu,University of Stellenbosch,Commerce,4,75.0,81.0,1,5,0,LOW
NSFAS001211,Mpho Mthembu,University of Pretoria,Law,2,40.0,45.0,4,0,100,HIGH
NSFAS001212,Lerato Mkhize,University of Stellenbosch,Education,3,65.41,71.0,1,4,0,LOW
NSFAS001213,Themba Mthembu,University of KwaZulu-Natal,Arts,2,49.0,42.0,3,2,100,HIGH
NSFAS001214,Mpho Nkosi,University of Pretoria,Arts,2,75.0,86.0,1,5,0,LOW
NSFAS001215,Andile Mkhize,University of Cape Town,Science,1,75.0,83.0,1,4,0,LOW
NSFAS001216,Andile Ngcobo,University of Stellenbosch,Law,3,75.0,80.0,1,1,0,LOW
NSFAS001217,Kagiso Mokoena,University of Cape Town,Education,3,75.0,83.0,1,3,0,LOW
NSFAS001218,Andile Zulu,University of the Witwatersrand,Law,1,55.94,79.0,0,3,0,LOW
NSFAS001219,Busisiwe Khumalo,University of the Witwatersrand,Engineering,4,63.32,78.0,1,5,0,LOW
NSFAS001220,Andile Mahlangu,University of Pretoria,Engineering,1,75.0,87.0,1,4,0,LOW
NSFAS001221,Tshepo Molefe,University of Pretoria,Engineering,1,40.0,34.0,4,2,100,HIGH
NSFAS001222,Busisiwe Mthembu,University of KwaZulu-Natal,Arts,1,40.0,29.0,4,4,100,HIGH
NSFAS001223,Phumzile Khumalo,University of KwaZulu-Natal,Arts,2,30.0,61.0,4,2,100,HIGH
NSFAS001224,Zanele Nkosi,University of the Free State,Science,3,61.34,72.0,1,2,0,LOW
NSFAS001225,Nomsa Zulu,University of Pretoria,Arts,2,75.06,95.0,1,3,0,LOW
NSFAS001226,Phumzile Mkhize,North-West University,Law,3,72.79,94.0,1,3,0,LOW
NSFAS001227,Lerato Mahlangu,University of KwaZulu-Natal,Law,2,40.0,65.0,4,2,100,HIGH
NSFAS001228,Themba Mthembu,University of Pretoria,Engineering,2,75.0,0.0,0,2,40,MEDIUM
NSFAS001229,Sibusiso Mokoena,University of Cape Town,Arts,1,40.0,22.0,3,0,100,HIGH
NSFAS001230,Andile Mokoena,University of KwaZulu-Natal,Education,1,48.72,46.0,1,1,80,HIGH
NSFAS001231,Andile Nkosi,University of the Witwatersrand,Arts,4,31.53,47.0,3,3,100,HIGH
NSFAS001232,Andile Mthembu,University of the Witwatersrand,Engineering,1,40.0,39.0,2,2,80,HIGH
NSFAS001233,Tshepo Dlamini,University of Cape Town,Science,4,75.0,95.0,0,4,0,LOW
NSFAS001234,Sipho Mthethwa,University of the Free State,Arts,4,40.0,48.0,3,0,100,HIGH
NSFAS001235,Sipho Mabaso,University of Cape Town,Commerce,3,64.53,68.0,1,3,40,MEDIUM
NSFAS001236,Tshepo Molefe,North-West University,Arts,1,40.0,0.0,2,1,80,HIGH
NSFAS001237,Lindiwe Ngcobo,University of the Witwatersrand,Commerce,1,30.0,42.0,3,0,100,HIGH
NSFAS001238,Lerato Mthethwa,University of Cape Town,Law,1,40.0,28.0,2,1,80,HIGH
NSFAS001239,Sipho Mahlangu,University of Cape Town,Engineering,4,52.69,84.0,0,5,0,LOW
NSFAS001240,Lindiwe Zulu,University of Johannesburg,Law,3,40.0,47.0,1,1,80,HIGH
NSFAS001241,Mpho Mabaso,University of Johannesburg,Science,4,48.26,24.0,3,1,100,HIGH
NSFAS001242,Kagiso Mhlongo,University of Stellenbosch,Education,4,48.8,48.0,3,5,100,HIGH
NSFAS001243,Phumzile Nkosi,University of the Witwatersrand,Commerce,4,76.75,87.0,0,3,0,LOW
NSFAS001244,Mpho Mthembu,University of Stellenbosch,Science,1,61.73,59.0,3,0,60,HIGH
NSFAS001245,Andile Molefe,University of Pretoria,Engineering,1,40.0,52.0,1,5,80,HIGH
NSFAS001246,Phumzile Mokoena,University of KwaZulu-Natal,Education,2,40.0,53.0,1,5,80,HIGH
NSFAS001247,Sibusiso Nkosi,University of the Free State,Engineering,4,50.82,60.0,0,3,40,MEDIUM
NSFAS001248,Zanele Mabaso,North-West University,Education,4,67.51,74.0,1,0,0,LOW
NSFAS001249,Lerato Khumalo,University of Cape Town,Arts,3,70.93,95.0,0,4,0,LOW
NSFAS001250,Kagiso Mthembu,University of the Free State,Engineering,4,74.33,83.0,1,5,0,LOW
NSFAS001251,Nokuthula Zulu,University of KwaZulu-Natal,Law,1,95.0,95.0,0,4,0,LOW
NSFAS001252,Sibusiso Mahlangu,University of the Free State,Commerce,4,63.28,64.0,1,2,40,MEDIUM
NSFAS001253,Sibusiso Khumalo,North-West University,Arts,1,75.0,87.0,0,0,0,LOW
NSFAS001254,Thabo Khumalo,University of the Free State,Law,1,64.87,63.0,0,4,40,MEDIUM
NSFAS001255,Sibusiso Mahlangu,University of Cape Town,Science,1,41.01,28.0,4,1,100,HIGH
NSFAS001256,Busisiwe Mthembu,University of KwaZulu-Natal,Arts,2,61.28,65.0,1,5,40,MEDIUM
NSFAS001257,Andile Mahlangu,University of Johannesburg,Commerce,2,75.0,90.0,1,2,0,LOW
NSFAS001258,Phumzile Mokoena,University of Stellenbosch,Science,4,61.97,82.0,0,1,0,LOW
NSFAS001259,Mpho Ngcobo,University of Cape Town,Law,1,45.59,31.0,1,0,80,HIGH
NSFAS001260,Nomsa Khumalo,University of Johannesburg,Arts,2,68.75,76.0,1,2,0,LOW
NSFAS001261,Andile Ngcobo,University of the Free State,Engineering,4,61.77,79.0,1,0,0,LOW
NSFAS001262,Sipho Mthethwa,University of KwaZulu-Natal,Education,3,30.0,24.0,4,2,100,HIGH
NSFAS001263,Phumzile Dlamini,University of Johannesburg,Arts,4,42.07,40.0,4,2,100,HIGH
NSFAS001264,Nokuthula Mokoena,University of Pretoria,Education,3,49.0,63.0,1,3,80,HIGH
NSFAS001265,Kagiso Khumalo,University of Pretoria,Science,1,75.0,76.0,0,2,0,LOW
NSFAS001266,Nomsa Mhlongo,University of Cape Town,Education,4,40.0,30.0,1,5,80,HIGH
NSFAS001267,Thabo Zulu,University of the Witwatersrand,Commerce,3,40.0,22.0,3,4,100,HIGH
NSFAS001268,Busisiwe Zulu,University of Cape Town,Engineering,3,60.03,80.0,0,1,0,LOW
NSFAS001269,Lindiwe Dlamini,University of the Witwatersrand,Engineering,1,30.0,37.0,3,0,100,HIGH
NSFAS001270,Nokuthula Mkhize,University of the Free State,Science,3,40.0,39.0,4,5,100,HIGH
NSFAS001271,Busisiwe Mthethwa,University of Johannesburg,Commerce,1,75.0,77.0,0,0,0,LOW
NSFAS001272,Andile Molefe,University of the Witwatersrand,Commerce,3,40.0,62.0,2,0,80,HIGH
NSFAS001273,Kagiso Mkhize,University of the Free State,Commerce,2,75.0,83.0,1,3,0,LOW
NSFAS001274,Kagiso Ngcobo,University of the Free State,Education,2,40.0,26.0,4,5,100,HIGH
NSFAS001275,Andile Mhlongo,University of Pretoria,Education,3,52.69,77.0,1,5,0,LOW
NSFAS001276,Andile Khumalo,University of KwaZulu-Natal,Law,4,40.0,52.0,2,1,80,HIGH
NSFAS001277,Nomsa Mkhize,University of Cape Town,Arts,4,51.95,67.0,0,2,40,MEDIUM
NSFAS001278,Lerato Ngcobo,University of Cape Town,Commerce,4,75.0,95.0,0,3,0,LOW
NSFAS001279,Themba Ngcobo,University of KwaZulu-Natal,Commerce,2,30.0,43.0,3,5,100,HIGH
NSFAS001280,Lerato Ngcobo,University of the Witwatersrand,Engineering,2,40.0,61.0,3,1,100,HIGH
NSFAS001281,Andile Nkosi,North-West University,Commerce,2,73.5,90.0,1,5,0,LOW
NSFAS001282,Phumzile Mabaso,University of Cape Town,Science,2,44.54,62.0,2,3,80,HIGH
NSFAS001283,Sibusiso Khumalo,North-West University,Law,1,41.01,45.0,2,5,80,HIGH
NSFAS001284,Nomsa Mahlangu,University of Stellenbosch,Arts,2,70.79,89.0,0,0,0,LOW
NSFAS001285,Andile Mokoena,University of the Free State,Engineering,2,75.0,88.0,1,2,0,LOW
NSFAS001286,Lindiwe Zulu,North-West University,Engineering,1,46.74,26.0,2,0,80,HIGH
NSFAS001287,Kagiso Mthethwa,University of KwaZulu-Natal,Law,3,30.43,33.0,4,0,100,HIGH
NSFAS001288,Sipho Mokoena,University of Johannesburg,Education,2,46.35,51.0,1,2,80,HIGH
NSFAS001289,Andile Mthembu,University of Stellenbosch,Engineering,1,40.0,51.0,2,3,80,HIGH
NSFAS001290,Themba Nkosi,University of the Free State,Arts,3,75.0,80.0,1,3,0,LOW
NSFAS001291,Busisiwe Zulu,University of the Free State,Science,4,53.26,83.0,0,3,0,LOW
NSFAS001292,Mpho Mthethwa,University of KwaZulu-Natal,Law,1,60.25,70.0,1,5,0,LOW
NSFAS001293,Zanele Dlamini,University of KwaZulu-Natal,Law,1,45.77,33.0,3,4,100,HIGH
NSFAS001294,Busisiwe Mthembu,University of Pretoria,Education,1,57.25,60.0,0,5,40,MEDIUM
NSFAS001295,Themba Dlamini,University of the Witwatersrand,Law,3,40.0,37.0,1,1,80,HIGH
NSFAS001296,Lindiwe Mahlangu,University of the Witwatersrand,Science,4,75.0,84.0,0,2,0,LOW
NSFAS001297,Nokuthula Molefe,University of Stellenbosch,Law,3,43.08,45.0,4,4,100,HIGH
NSFAS001298,Nomsa Molefe,North-West University,Law,2,69.43,63.0,0,5,40,MEDIUM
NSFAS001299,Tshepo Mkhize,University of Cape Town,Engineering,2,75.0,85.0,1,0,0,LOW
NSFAS001300,Nomsa Dlamini,University of the Witwatersrand,Engineering,4,40.0,33.0,3,2,100,HIGH
NSFAS001301,Thabo Mhlongo,University of the Witwatersrand,Education,2,30.0,56.0,3,4,100,HIGH
NSFAS001302,Nokuthula Ngcobo,University of the Free State,Law,4,75.0,86.0,0,2,0,LOW
NSFAS001303,Busisiwe Mabaso,University of KwaZulu-Natal,Arts,2,65.41,63.0,1,0,40,MEDIUM
NSFAS001304,Andile Molefe,University of Pretoria,Arts,3,40.0,28.0,1,5,80,HIGH
NSFAS001305,Phumzile Nkosi,University of the Free State,Education,2,71.3,78.0,1,2,0,LOW
NSFAS001306,Nomsa Mahlangu,University of the Free State,Engineering,4,56.65,63.0,1,3,40,MEDIUM
NSFAS001307,Tshepo Zulu,University of Pretoria,Science,3,60.04,69.0,1,4,40,MEDIUM
NSFAS001308,Sibusiso Mhlongo,University of the Free State,Commerce,3,49.1,20.0,4,4,100,HIGH
NSFAS001309,Thabo Mhlongo,University of Stellenbosch,Education,1,48.11,30.0,4,3,100,HIGH
NSFAS001310,Nomsa Nkosi,University of KwaZulu-Natal,Science,4,40.0,21.0,2,2,80,HIGH
NSFAS001311,Mpho Mahlangu,University of KwaZulu-Natal,Arts,4,75.0,93.0,1,5,0,LOW
NSFAS001312,Lindiwe Nkosi,North-West University,Engineering,3,40.0,24.0,2,2,80,HIGH
NSFAS001313,Lerato Mahlangu,North-West University,Engineering,2,54.99,65.0,0,4,40,MEDIUM
NSFAS001314,Thabo Mabaso,University of Pretoria,Arts,2,69.81,57.0,4,3,60,HIGH
NSFAS001315,Lindiwe Mthethwa,University of Stellenbosch,Law,1,40.0,33.0,3,3,100,HIGH
NSFAS001316,Thabo Molefe,University of KwaZulu-Natal,Education,4,54.32,59.0,3,2,60,HIGH
NSFAS001317,Kagiso Mhlongo,University of Stellenbosch,Law,4,40.0,35.0,4,0,100,HIGH
NSFAS001318,Nomsa Mthembu,University of the Free State,Commerce,1,30.0,40.0,1,2,80,HIGH
NSFAS001319,Andile Mthembu,University of Pretoria,Arts,2,37.17,61.0,1,5,80,HIGH
NSFAS001320,Sibusiso Dlamini,University of Pretoria,Engineering,1,40.0,41.0,1,4,80,HIGH
NSFAS001321,Tshepo Dlamini,University of Stellenbosch,Engineering,4,75.0,85.0,1,5,0,LOW
NSFAS001322,Sipho Mhlongo,University of KwaZulu-Natal,Education,3,47.65,40.0,3,1,100,HIGH
NSFAS001323,Sipho Molefe,University of KwaZulu-Natal,Education,1,40.0,40.0,4,2,100,HIGH
NSFAS001324,Lerato Mhlongo,University of KwaZulu-Natal,Education,3,75.0,75.0,1,4,0,LOW
NSFAS001325,Zanele Khumalo,University of Johannesburg,Education,2,30.0,25.0,2,3,80,HIGH
NSFAS001326,Mpho Mthethwa,University of Johannesburg,Science,1,68.84,74.0,0,5,0,LOW
NSFAS001327,Zanele Nkosi,University of Johannesburg,Education,4,40.0,28.0,1,2,80,HIGH
NSFAS001328,Kagiso Mkhize,North-West University,Education,3,30.0,51.0,3,5,100,HIGH
NSFAS001329,Lindiwe Mhlongo,University of the Witwatersrand,Arts,2,40.0,37.0,2,0,80,HIGH
NSFAS001330,Lerato Molefe,University of the Free State,Science,3,71.47,95.0,0,4,0,LOW
NSFAS001331,Thabo Dlamini,University of Stellenbosch,Law,2,53.28,65.0,0,4,40,MEDIUM
NSFAS001332,Sipho Nkosi,North-West University,Commerce,3,40.0,59.0,2,4,80,HIGH
NSFAS001333,Andile Mabaso,University of Stellenbosch,Commerce,2,40.0,36.0,4,2,100,HIGH
NSFAS001334,Themba Dlamini,University of the Free State,Commerce,1,30.0,60.0,2,2,80,HIGH
NSFAS001335,Lerato Mthethwa,University of the Witwatersrand,Engineering,2,63.09,71.0,0,5,0,LOW
NSFAS001336,Nokuthula Zulu,University of the Free State,Engineering,1,40.0,56.0,1,1,80,HIGH
NSFAS001337,Thabo Ngcobo,University of the Free State,Commerce,1,54.23,69.0,0,1,40,MEDIUM
NSFAS001338,Lerato Mahlangu,University of Pretoria,Engineering,3,49.0,40.0,2,5,80,HIGH
NSFAS001339,Phumzile Mkhize,University of Cape Town,Education,1,68.41,56.0,3,5,60,HIGH
NSFAS001340,Tshepo Mahlangu,University of Johannesburg,Science,3,75.0,85.0,0,2,0,LOW
NSFAS001341,Themba Mthembu,University of Johannesburg,Law,3,40.0,57.0,2,2,80,HIGH
NSFAS001342,Lindiwe Mthembu,University of Stellenbosch,Engineering,1,40.0,26.0,1,5,80,HIGH
NSFAS001343,Nomsa Mhlongo,University of KwaZulu-Natal,Arts,2,46.15,47.0,3,5,100,HIGH
NSFAS001344,Nokuthula Mokoena,University of the Free State,Arts,4,30.0,63.0,2,3,80,HIGH
NSFAS001345,Kagiso Mokoena,University of KwaZulu-Natal,Arts,2,40.0,32.0,2,1,80,HIGH
NSFAS001346,Nokuthula Molefe,University of Cape Town,Commerce,4,40.0,45.0,1,3,80,HIGH
NSFAS001347,Sibusiso Khumalo,North-West University,Education,2,45.17,53.0,3,5,100,HIGH
NSFAS001348,Sibusiso Khumalo,University of Pretoria,Arts,1,75.0,87.0,0,2,0,LOW
NSFAS001349,Lerato Khumalo,North-West University,Commerce,3,40.0,63.0,3,3,100,HIGH
NSFAS001350,Kagiso Mokoena,University of Cape Town,Education,1,38.08,44.0,2,2,80,HIGH
NSFAS001351,Sibusiso Ngcobo,University of KwaZulu-Natal,Commerce,2,75.0,93.0,1,2,0,LOW
NSFAS001352,Busisiwe Mabaso,University of Stellenbosch,Arts,4,72.45,92.0,0,4,0,LOW
NSFAS001353,Lindiwe Mahlangu,University of Johannesburg,Education,3,52.04,58.0,4,0,60,HIGH
NSFAS001354,Busisiwe Ngcobo,University of KwaZulu-Natal,Engineering,2,40.0,65.0,4,1,100,HIGH
NSFAS001355,Kagiso Molefe,University of Pretoria,Arts,2,75.0,89.0,1,3,0,LOW
NSFAS001356,Tshepo Ngcobo,University of Pretoria,Education,3,48.57,27.0,1,1,80,HIGH
NSFAS001357,Andile Mthethwa,University of the Free State,Law,3,44.85,54.0,3,4,100,HIGH
NSFAS001358,Sibusiso Mhlongo,University of the Witwatersrand,Law,1,38.23,34.0,4,3,100,HIGH
NSFAS001359,Busisiwe Khumalo,North-West University,Science,4,40.0,25.0,4,0,100,HIGH
NSFAS001360,Busisiwe Molefe,University of the Witwatersrand,Commerce,2,45.82,54.0,1,5,80,HIGH
NSFAS001361,Sibusiso Mthethwa,University of the Witwatersrand,Commerce,2,42.22,50.0,2,5,80,HIGH
NSFAS001362,Sibusiso Mokoena,University of Pretoria,Education,3,40.0,41.0,3,3,100,HIGH
NSFAS001363,Themba Mthembu,University of the Free State,Education,2,40.0,59.0,1,1,80,HIGH
NSFAS001364,Nokuthula Mhlongo,University of the Free State,Arts,3,52.97,73.0,1,5,0,LOW
NSFAS001365,Mpho Mhlongo,University of the Free State,Science,1,61.68,72.0,1,4,0,LOW
NSFAS001366,Sibusiso Ngcobo,North-West University,Engineering,3,45.41,42.0,4,2,100,HIGH
NSFAS001367,Kagiso Zulu,University of KwaZulu-Natal,Education,1,40.0,64.0,4,0,100,HIGH
NSFAS001368,Busisiwe Mthembu,University of Johannesburg,Education,2,40.0,30.0,3,5,100,HIGH
NSFAS001369,Phumzile Mahlangu,University of KwaZulu-Natal,Engineering,2,40.0,46.0,2,3,80,HIGH
NSFAS001370,Themba Mkhize,North-West University,Science,2,30.0,23.0,3,0,100,HIGH
NSFAS001371,Phumzile Khumalo,University of Johannesburg,Commerce,4,57.6,78.0,0,1,0,LOW
NSFAS001372,Zanele Mhlongo,University of the Witwatersrand,Education,1,54.86,0.0,1,2,40,MEDIUM
NSFAS001373,Mpho Mkhize,University of the Witwatersrand,Engineering,1,75.0,83.0,0,0,0,LOW
NSFAS001374,Thabo Nkosi,University of Pretoria,Arts,2,88.92,88.0,1,4,0,LOW
NSFAS001375,Busisiwe Mahlangu,University of the Free State,Law,3,46.86,30.0,4,2,100,HIGH
NSFAS001376,Phumzile Mthethwa,University of the Witwatersrand,Education,1,40.0,55.0,3,4,100,HIGH
NSFAS001377,Thabo Khumalo,University of Cape Town,Education,2,61.11,55.0,3,0,60,HIGH
NSFAS001378,Nokuthula Mhlongo,University of Pretoria,Science,3,71.33,87.0,1,5,0,LOW
NSFAS001379,Phumzile Mokoena,University of Stellenbosch,Arts,1,55.43,55.0,4,2,60,HIGH
NSFAS001380,Thabo Mthethwa,North-West University,Science,1,49.0,29.0,1,4,80,HIGH
NSFAS001381,Kagiso Zulu,University of the Free State,Engineering,4,66.29,68.0,1,4,40,MEDIUM
NSFAS001382,Kagiso Khumalo,University of Cape Town,Science,3,52.19,55.0,3,1,60,HIGH
NSFAS001383,Sipho Molefe,North-West University,Commerce,1,59.82,68.0,0,3,40,MEDIUM
NSFAS001384,Andile Nkosi,University of Cape Town,Education,3,54.58,61.0,0,3,40,MEDIUM
NSFAS001385,Phumzile Molefe,University of the Free State,Arts,4,30.0,48.0,2,4,80,HIGH
NSFAS001386,Sipho Khumalo,University of Johannesburg,Law,4,48.27,26.0,3,3,100,HIGH
NSFAS001387,Themba Zulu,North-West University,Law,4,30.0,23.0,1,4,80,HIGH
NSFAS001388,Kagiso Mthembu,University of the Witwatersrand,Education,4,50.6,60.0,0,5,40,MEDIUM
NSFAS001389,Zanele Nkosi,North-West University,Law,3,46.83,48.0,1,1,80,HIGH
NSFAS001390,Phumzile Mthembu,University of the Free State,Engineering,2,40.9,64.0,4,3,100,HIGH
NSFAS001391,Busisiwe Nkosi,University of KwaZulu-Natal,Commerce,2,40.0,54.0,2,3,80,HIGH
NSFAS001392,Thabo Mkhize,University of Cape Town,Education,3,44.29,0.0,2,4,80,HIGH
NSFAS001393,Themba Khumalo,University of Stellenbosch,Law,3,30.0,50.0,4,4,100,HIGH
NSFAS001394,Lerato Ngcobo,University of Cape Town,Education,2,74.58,83.0,0,3,0,LOW
NSFAS001395,Zanele Mokoena,University of KwaZulu-Natal,Arts,2,77.18,0.0,1,5,40,MEDIUM
NSFAS001396,Nokuthula Zulu,University of Johannesburg,Commerce,1,65.88,77.0,1,0,0,LOW
NSFAS001397,Sipho Zulu,University of the Witwatersrand,Science,1,45.9,22.0,3,5,100,HIGH
NSFAS001398,Zanele Zulu,University of Stellenbosch,Engineering,2,40.0,20.0,2,1,80,HIGH
NSFAS001399,Busisiwe Zulu,University of Cape Town,Science,4,46.84,37.0,1,1,80,HIGH
NSFAS001400,Andile Mahlangu,University of Johannesburg,Arts,3,75.0,90.0,1,4,0,LOW
NSFAS001401,Sipho Zulu,University of KwaZulu-Natal,Engineering,3,50.34,70.0,1,5,0,LOW
NSFAS001402,Busisiwe Zulu,University of the Free State,Law,2,40.62,56.0,2,2,80,HIGH
NSFAS001403,Nomsa Ngcobo,University of Pretoria,Education,3,30.0,53.0,1,4,80,HIGH
NSFAS001404,Tshepo Ngcobo,University of Stellenbosch,Commerce,3,30.0,29.0,2,1,80,HIGH
NSFAS001405,Sibusiso Mthethwa,University of the Witwatersrand,Engineering,4,44.88,63.0,3,1,100,HIGH
NSFAS001406,Kagiso Mthembu,University of the Witwatersrand,Commerce,3,70.22,89.0,1,1,0,LOW
NSFAS001407,Nomsa Mokoena,University of Johannesburg,Science,2,75.0,89.0,1,5,0,LOW
NSFAS001408,Kagiso Mthembu,North-West University,Arts,3,75.0,90.0,0,0,0,LOW
NSFAS001409,Lindiwe Molefe,University of Johannesburg,Science,4,47.82,41.0,3,2,100,HIGH
NSFAS001410,Andile Nkosi,University of Cape Town,Science,4,63.27,67.0,1,4,40,MEDIUM
NSFAS001411,Sibusiso Mahlangu,University of KwaZulu-Natal,Law,3,40.0,54.0,2,2,80,HIGH
NSFAS001412,Nokuthula Nkosi,University of the Free State,Commerce,1,40.0,38.0,2,1,80,HIGH
NSFAS001413,Zanele Nkosi,University of the Witwatersrand,Education,4,30.0,59.0,3,1,100,HIGH
NSFAS001414,Nomsa Zulu,University of KwaZulu-Natal,Arts,2,61.91,79.0,1,5,0,LOW
NSFAS001415,Nomsa Mabaso,University of KwaZulu-Natal,Engineering,4,50.56,85.0,0,2,0,LOW
NSFAS001416,Tshepo Mkhize,North-West University,Commerce,2,75.0,95.0,0,3,0,LOW
NSFAS001417,Tshepo Mahlangu,University of Johannesburg,Engineering,3,40.0,42.0,1,1,80,HIGH
NSFAS001418,Nokuthula Molefe,University of the Witwatersrand,Law,4,40.0,62.0,2,5,80,HIGH
NSFAS001419,Sibusiso Dlamini,University of the Witwatersrand,Engineering,1,75.0,95.0,1,2,0,LOW
NSFAS001420,Thabo Mhlongo,University of Pretoria,Engineering,1,40.0,63.0,1,4,80,HIGH
NSFAS001421,Themba Molefe,University of the Free State,Commerce,4,47.03,43.0,4,5,100,HIGH
NSFAS001422,Thabo Mthembu,University of Cape Town,Commerce,2,52.46,72.0,0,4,0,LOW
NSFAS001423,Tshepo Mahlangu,University of Stellenbosch,Education,4,62.35,73.0,1,2,0,LOW
NSFAS001424,Andile Mkhize,University of Johannesburg,Education,2,40.0,21.0,1,3,80,HIGH
NSFAS001425,Sipho Mthembu,University of Stellenbosch,Science,4,40.0,56.0,4,0,100,HIGH
NSFAS001426,Phumzile Mahlangu,University of Johannesburg,Arts,1,50.03,66.0,1,3,40,MEDIUM
NSFAS001427,Nomsa Mokoena,University of Stellenbosch,Law,4,33.16,47.0,2,5,80,HIGH
NSFAS001428,Lerato Mthembu,University of Johannesburg,Commerce,1,75.0,95.0,0,1,0,LOW
NSFAS001429,Tshepo Mokoena,University of Johannesburg,Education,4,40.0,47.0,3,5,100,HIGH
NSFAS001430,Phumzile Mabaso,University of KwaZulu-Natal,Law,4,49.0,58.0,1,0,80,HIGH
NSFAS001431,Lerato Mhlongo,University of Johannesburg,Science,1,40.0,44.0,1,5,80,HIGH
NSFAS001432,Busisiwe Dlamini,University of Stellenbosch,Arts,2,30.0,33.0,4,2,100,HIGH
NSFAS001433,Zanele Mabaso,University of Pretoria,Engineering,4,72.58,95.0,0,1,0,LOW
NSFAS001434,Phumzile Zulu,University of KwaZulu-Natal,Commerce,3,40.0,20.0,1,3,80,HIGH
NSFAS001435,Lindiwe Khumalo,North-West University,Commerce,2,61.9,73.0,1,2,0,LOW
NSFAS001436,Lindiwe Dlamini,University of Stellenbosch,Law,2,60.89,60.0,1,0,40,MEDIUM
NSFAS001437,Andile Khumalo,University of the Free State,Arts,3,40.71,47.0,3,1,100,HIGH
NSFAS001438,Zanele Mthembu,University of Pretoria,Law,3,51.39,64.0,0,0,40,MEDIUM
NSFAS001439,Tshepo Mthembu,University of Cape Town,Arts,3,75.0,94.0,1,0,0,LOW
NSFAS001440,Sibusiso Zulu,University of Pretoria,Commerce,2,40.0,28.0,2,2,80,HIGH
NSFAS001441,Nokuthula Dlamini,University of Johannesburg,Commerce,2,40.0,48.0,2,5,80,HIGH
NSFAS001442,Kagiso Mkhize,University of the Witwatersrand,Law,1,75.0,95.0,1,0,0,LOW
NSFAS001443,Busisiwe Mahlangu,University of KwaZulu-Natal,Law,3,34.07,22.0,1,0,80,HIGH
NSFAS001444,Kagiso Dlamini,University of Cape Town,Education,1,40.0,31.0,4,3,100,HIGH
NSFAS001445,Busisiwe Mthembu,University of Johannesburg,Engineering,3,48.54,38.0,2,3,80,HIGH
NSFAS001446,Tshepo Nkosi,North-West University,Education,2,46.79,40.0,3,0,100,HIGH
NSFAS001447,Zanele Ngcobo,University of KwaZulu-Natal,Education,3,75.0,95.0,1,1,0,LOW
NSFAS001448,Nomsa Mthembu,University of the Witwatersrand,Arts,4,90.51,78.0,0,0,0,LOW
NSFAS001449,Thabo Molefe,University of Johannesburg,Law,2,63.3,58.0,4,5,60,HIGH
NSFAS001450,Sibusiso Khumalo,North-West University,Commerce,4,40.0,24.0,4,2,100,HIGH
NSFAS001451,Lindiwe Mthethwa,University of Stellenbosch,Law,4,30.0,52.0,3,0,100,HIGH
NSFAS001452,Lerato Mkhize,North-West University,Arts,2,77.05,95.0,1,1,0,LOW
NSFAS001453,Busisiwe Ngcobo,University of Cape Town,Arts,1,40.0,31.0,1,1,80,HIGH
NSFAS001454,Zanele Mthethwa,University of Stellenbosch,Engineering,1,55.86,74.0,0,5,0,LOW
NSFAS001455,Tshepo Mabaso,University of Stellenbosch,Education,4,43.21,55.0,3,0,100,HIGH
NSFAS001456,Zanele Mthembu,University of KwaZulu-Natal,Commerce,2,53.9,62.0,1,2,40,MEDIUM
NSFAS001457,Zanele Molefe,University of Johannesburg,Science,2,95.0,95.0,0,5,0,LOW
NSFAS001458,Thabo Khumalo,University of Johannesburg,Law,4,40.0,65.0,1,1,80,HIGH
NSFAS001459,Nomsa Mahlangu,University of Cape Town,Science,1,30.0,50.0,4,0,100,HIGH
NSFAS001460,Sipho Mabaso,University of Pretoria,Science,4,40.0,63.0,1,4,80,HIGH
NSFAS001461,Mpho Mhlongo,University of the Witwatersrand,Education,2,72.08,90.0,0,5,0,LOW
NSFAS001462,Andile Zulu,University of Pretoria,Arts,1,40.0,40.0,4,1,100,HIGH
NSFAS001463,Lindiwe Nkosi,University of Johannesburg,Commerce,4,34.23,43.0,2,1,80,HIGH
NSFAS001464,Nokuthula Molefe,North-West University,Arts,1,40.0,49.0,1,0,80,HIGH
NSFAS001465,Nokuthula Mkhize,University of Stellenbosch,Law,3,40.0,45.0,1,5,80,HIGH
NSFAS001466,Tshepo Mhlongo,University of KwaZulu-Natal,Arts,3,71.22,86.0,0,4,0,LOW
NSFAS001467,Zanele Khumalo,University of KwaZulu-Natal,Commerce,1,30.0,54.0,1,0,80,HIGH
NSFAS001468,Nomsa Mahlangu,University of Johannesburg,Arts,2,67.41,78.0,1,2,0,LOW
NSFAS001469,Tshepo Mahlangu,University of Pretoria,Science,1,40.0,50.0,3,3,100,HIGH
NSFAS001470,Nomsa Mahlangu,University of the Witwatersrand,Engineering,2,40.0,44.0,4,5,100,HIGH
NSFAS001471,Kagiso Ngcobo,University of Stellenbosch,Education,2,54.64,82.0,0,1,0,LOW
